"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"6","1015","101","1.000000","0.37196","12","1"
"7","3526","352","1.000000","1.143395","12","1"
"8","3381","338","1.000000","0.533734","12","1"
"9","1858","185","1.000000","0.56028","12","1"
"10","1770","177","1.000000","0.344911","12","1"
"11","2147","214","1.000000","1.411337","12","1"
"12","2371","237","1.000000","0.701792","12","1"
"13","2447","244","1.000000","0.616525","12","1"
"14","1345","134","1.000000","0.373998","12","1"
"15","2065","206","1.000000","0.606936","12","1"
"16","2222","222","1.000000","0.227131","12","1"
"17","1615","161","1.000000","0.431673","12","1"
"18","1958","195","1.000000","0.384881","12","1"
"1","1038","103","1.000000","1.625356","12","2"
"2","1399","139","1.000000","1.064343","12","2"
"3","4863","486","1.000000","1.128439","12","2"
"4","5104","510","1.000000","1.137929","12","2"
"5","888","88","1.000000","1.205325","12","2"
"6","1015","101","1.000000","0.80346","12","2"
"7","3526","352","1.000000","1.153583","12","2"
"8","3381","338","1.000000","0.908874","12","2"
"9","1858","185","1.000000","0.813026","12","2"
"10","1770","177","1.000000","0.916907","12","2"
"11","2147","214","1.000000","1.706752","12","2"
"12","2371","237","1.000000","1.067449","12","2"
"13","2447","244","1.000000","0.897947","12","2"
"14","1345","134","1.000000","0.836634","12","2"
"15","2065","206","1.000000","0.711164","12","2"
"16","2222","222","1.000000","0.483816","12","2"
"17","1615","161","1.000000","1.019569","12","2"
"18","1958","195","1.000000","0.895301","12","2"
"1","1038","103","1.000000","0.145479","12","3"
"2","1399","139","1.000000","0.6666","12","3"
"3","4863","486","1.000000","0.795401","12","3"
"4","5104","510","1.000000","0.813922","12","3"
"5","888","88","1.000000","0.678243","12","3"
"6","1015","101","1.000000","0.4315","12","3"
"7","3526","352","1.000000","0.010189","12","3"
"8","3381","338","1.000000","0.375139","12","3"
"9","1858","185","1.000000","0.252746","12","3"
"10","1770","177","1.000000","0.571997","12","3"
"11","2147","214","1.000000","0.295416","12","3"
"12","2371","237","1.000000","0.365657","12","3"
"13","2447","244","1.000000","0.281422","12","3"
"14","1345","134","1.000000","0.462636","12","3"
"15","2065","206","1.000000","0.104228","12","3"
"16","2222","222","1.000000","0.256685","12","3"
"17","1615","161","1.000000","0.587896","12","3"
"18","1958","195","1.000000","0.51042","12","3"
